"GeoUID","CMA_UID","CD_UID","CCS_UID","CSD_UID","Population2016","Region_name","freeman_cma_gentrifiable","freeman_cma_gentrified","freeman_cd_gentrifiable","freeman_cd_gentrified","freeman_ccs_gentrifiable","freeman_ccs_gentrified","ding_cma_gentrifiable","ding_cma_gentrified","ding_cma_gentrified_category","ding_cd_gentrifiable","ding_cd_gentrified","ding_cd_gentrified_category","ding_ccs_gentrifiable","ding_ccs_gentrified","ding_ccs_gentrified_category","grube_cma_gentrifiable","grube_cma_gentrified","grube_cd_gentrifiable","grube_cd_gentrified","grube_ccs_gentrifiable","grube_ccs_gentrified","steinmetz_cma_gentrifiable","steinmetz_cma_gentrified","steinmetz_cd_gentrifiable","steinmetz_cd_gentrified","steinmetz_ccs_gentrifiable","steinmetz_ccs_gentrified"
"4620149.00","24462","2466","2466023","2466023",3161,"Montréal",1,0,0,0,0,0,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"4620185.00","24462","2466","2466023","2466023",5217,"Montréal",1,1,1,1,1,1,1,1,"intense",1,1,"intense",1,1,"intense",1,1,1,1,1,1,1,1,1,1,1,1
"4620222.00","24462","2466","2466023","2466023",3587,"Montréal",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,1,0,1,0,1,0
"5590023.00","35559","3537","3537039","3537039",2381,"Windsor",1,0,1,0,0,0,1,0,,1,0,,0,0,,1,0,1,0,1,0,0,0,0,0,0,0
"5950101.00","35595","3558","3558090","3558090",2798,"Thunder Bay, Unorganized",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,
"9330208.00","59933","5915","5915025","5915029",6215,"New Westminster",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"7250016.00","47725","4711","4711066","4711066",1645,"Saskatoon",1,1,1,1,1,1,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,1,1,1,1,1
"4620117.00","24462","2466","2466023","2466023",4359,"Montréal",1,0,1,0,1,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"4620124.00","24462","2466","2466023","2466023",5729,"Montréal",1,0,1,0,1,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"4500016.00","24450","2447","2447017","2447017",4991,"Granby",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,1,0,1,0,0,0,0,0,0,0
"4620306.00","24462","2466","2466023","2466023",2847,"Montréal",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,0,0,0,0,0,0
"5350528.42","35535","3521","3521010","3521005",5566,"Mississauga",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5350508.00","35535","3521","3521010","3521005",3175,"Mississauga",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0
"5350160.00","35535","3520","3520005","3520005",3116,"Toronto",1,0,0,0,0,0,1,0,,0,0,,0,0,,1,0,1,0,1,0,0,0,0,0,0,0
"5350528.44","35535","3521","3521010","3521005",2081,"Mississauga",0,0,1,0,1,0,0,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"6020553.00","46602","4611","4611040","4611040",4563,"Winnipeg",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,1,0,1,0,1,0
"5350351.01","35535","3520","3520005","3520005",5497,"Toronto",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,0,0,0,0
"6020539.02","46602","4611","4611040","4611040",3967,"Winnipeg",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,0,0
"8250055.00","48825","4806","4806016","4806016",3141,"Calgary",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"9330185.10","59933","5915","5915004","5915004",5894,"Surrey",0,0,0,0,0,0,1,0,,1,0,,1,0,,1,0,1,0,0,0,1,0,1,0,0,0
"5350572.04","35535","3521","3521010","3521010",3124,"Brampton",0,0,1,0,1,0,0,0,,1,0,,1,0,,1,0,1,0,0,0,0,0,0,0,0,0
"8250076.15","48825","4806","4806016","4806016",2214,"Calgary",1,0,1,0,0,0,1,0,,1,0,,0,0,,1,0,1,0,1,0,0,0,0,0,0,0
"6020043.00","46602","4611","4611040","4611040",4119,"Winnipeg",0,0,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,0,1,0,1,0
"5350442.05","35535","3519","3519048","3519046",7377,"Aurora",0,0,0,0,0,0,0,0,,0,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"4210017.00","24421","2423","2423027","2423027",61,"Québec",1,0,1,0,1,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"7250006.03","47725","4711","4711066","4711066",5183,"Saskatoon",1,0,1,0,1,0,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,0,1,0,1,0
"4620305.00","24462","2466","2466023","2466023",3762,"Montréal",0,0,0,0,0,0,1,1,"moderate",1,1,"moderate",1,1,"moderate",0,0,1,1,1,1,0,0,1,1,1,1
"4330001.00","24433","2443","2443027","2443027",5498,"Sherbrooke",1,0,1,0,1,0,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,0,1,0,1,0
"4330002.00","24433","2443","2443027","2443027",1632,"Sherbrooke",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"4620033.00","24462","2466","2466023","2466023",1735,"Montréal",1,1,1,1,1,1,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,0,1,0,1,0
"5220013.00","35522","3512","3512005","3512005",15,"Belleville",,,,,,,,,,,,,,,,,,,,,,,,,,,
"5350102.02","35535","3520","3520005","3520005",4313,"Toronto",1,0,1,0,1,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"9330226.02","59933","5915","5915025","5915025",3921,"Burnaby",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5320006.00","35532","3518","3518013","3518013",3524,"Oshawa",1,0,1,0,1,1,1,0,,1,0,,1,1,"moderate",1,0,1,0,1,0,1,0,1,0,1,0
"5350028.01","35535","3520","3520005","3520005",1387,"Toronto",0,0,0,0,0,0,1,1,"intense",0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5350455.00","35535","3519","3519054","3519054",8254,"East Gwillimbury",0,0,1,0,0,0,0,0,,1,1,"moderate",1,0,,1,1,1,1,0,0,0,0,0,0,0,0
"4620410.01","24462","2466","2466023","2466023",5540,"Montréal",1,0,0,0,0,0,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5050028.00","505","3506","3506008","3506008",6649,"Ottawa",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"5350164.00","35535","3520","3520005","3520005",6258,"Toronto",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,1,0,0,0,0,0
"0010012.00","10001","1001","1001519","1001519",2620,"St. John's",1,0,1,0,1,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5350181.02","35535","3520","3520005","3520005",3552,"Toronto",1,1,1,1,1,1,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,0,1,0,1,0
"5350576.53","35535","3521","3521010","3521010",4441,"Brampton",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0
"6020026.00","46602","4611","4611040","4611040",2061,"Winnipeg",0,0,0,0,0,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"4620274.00","24462","2466","2466023","2466023",3014,"Montréal",1,0,1,0,1,0,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,1,0,0,0,0,0
"5390220.01","35539","3526","3526028","3526028",5908,"Pelham",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"0010007.00","10001","1001","1001519","1001519",2172,"St. John's",1,0,1,0,1,0,1,1,"moderate",1,1,"moderate",1,1,"moderate",0,0,0,0,0,0,0,0,0,0,0,0
"5350316.06","35535","3520","3520005","3520005",3672,"Toronto",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"4620236.00","24462","2466","2466023","2466023",1761,"Montréal",1,0,1,0,1,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"9350171.00","59935","5917","5917005","5917010",6267,"Sidney",1,0,1,0,0,0,1,0,,1,0,,0,0,,1,0,1,0,1,0,0,0,0,0,0,0
"9330146.00","59933","5915","5915015","5915015",7086,"Richmond",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0
"5350141.02","35535","3520","3520005","3520005",4477,"Toronto",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"6020025.00","46602","4611","4611040","4611040",3793,"Winnipeg",0,0,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",1,1,1,1,1,1,1,0,1,0,1,0
"9300002.01","59930","5909","5909036","5909849",0,"Skwahla 2",0,0,,,0,0,0,0,,1,,,0,0,,1,,1,,1,,0,0,0,0,0,0
"9330287.12","59933","5915","5915020","5915034",4020,"Coquitlam",0,0,0,0,0,0,0,0,,0,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"3050200.00","13305","1308","1308006","1308008",842,"Saint-Paul",1,0,0,0,0,0,1,0,,0,0,,0,0,,1,0,0,0,0,0,0,0,,,,
"4080165.00","24408","2494","2494205","2494225",956,"Saint-Félix-d'Otis",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"4620611.02","24462","2466","2466023","2466023",5541,"Montréal",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"5800192.00","35580","3553","3553005","3553005",6672,"Greater Sudbury",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5370124.00","35537","3525","3525005","3525005",3827,"Hamilton",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"8250052.09","48825","4806","4806016","4806016",5733,"Calgary",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5210100.02","35521","3510","3510010","3510010",9793,"Kingston",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"4620734.03","24462","2474","2474005","2474005",5907,"Mirabel",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0
"9330017.02","59933","5915","5915022","5915022",6632,"Vancouver",0,0,0,0,0,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,0,0
"5370122.02","35537","3525","3525005","3525005",6724,"Hamilton",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"8350028.00","48835","4811","4811061","4811061",7255,"Edmonton",1,1,1,1,1,1,1,1,"intense",1,1,"intense",1,1,"intense",1,1,1,1,1,1,1,0,1,0,1,0
"4620740.04","24462","2475","2475017","2475005",8979,"Saint-Colomban",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,0,0,0,0,0,0,,,,
"2050121.02","12205","1209","1209034","1209034",3131,"Halifax",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5370001.04","35537","3525","3525005","3525005",6305,"Hamilton",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0
"5590172.00","35559","3537","3537028","3537028",3455,"Amherstburg",0,0,0,0,1,0,0,0,,0,0,,1,0,,0,0,0,0,1,0,0,0,0,0,0,0
"5050110.00","505","3506","3506008","3506008",1932,"Ottawa",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5050160.11","505","3506","3506008","3506008",5915,"Ottawa",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5050400.00","505","3507","3507065","3507065",16451,"North Grenville",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"5050140.05","505","3506","3506008","3506008",4564,"Ottawa",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,1,0,1,0,0,0,0,0,0,0
"5050905.00","505","2482","2482015","2482010",727,"Notre-Dame-de-la-Salette",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
"2050003.00","12205","1209","1209034","1209034",2955,"Halifax",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5350422.06","35535","3519","3519048","3519038",5212,"Richmond Hill",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"2050005.00","12205","1209","1209034","1209034",1808,"Halifax",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5370140.03","35537","3525","3525005","3525005",7579,"Hamilton",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5370140.04","35537","3525","3525005","3525005",3634,"Hamilton",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5410002.07","35541","3530","3530013","3530013",6630,"Kitchener",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0
"5550204.01","35555","3534","3534020","3534021",4279,"St. Thomas",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,0,0,1,0,1,0
"5550204.02","35555","3534","3534020","3534021",5111,"St. Thomas",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,1,0,1,0,0,0,0,0,0,0
"5320202.11","35532","3518","3518017","3518017",6822,"Clarington",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0
"5320015.02","35532","3518","3518013","3518013",4075,"Oshawa",0,0,0,0,0,0,1,0,,1,0,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0
"5370001.08","35537","3525","3525005","3525005",6556,"Hamilton",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,1,0,0,0,0,0,0,0,0,0,0
"0010002.00","10001","1001","1001519","1001519",4538,"St. John's",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",0,0,0,0,0,0,0,0,0,0,0,0
"4620217.00","24462","2466","2466023","2466023",2650,"Montréal",1,1,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",0,0,0,0,0,0,0,0,0,0,0,0
"5370001.09","35537","3525","3525005","3525005",4566,"Hamilton",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0
"0010006.00","10001","1001","1001519","1001519",2904,"St. John's",1,1,1,1,1,1,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,0,1,0,1,0
"0010009.00","10001","1001","1001519","1001519",509,"St. John's",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"4620166.00","24462","2466","2466023","2466023",491,"Montréal",0,0,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,1,1,1,1,1
"5370120.02","35537","3525","3525005","3525005",2163,"Hamilton",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"4620013.00","24462","2466","2466023","2466023",5166,"Montréal",0,0,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,1,0,0,0,0
"0010008.00","10001","1001","1001519","1001519",1596,"St. John's",1,1,1,1,1,1,1,1,"intense",1,1,"intense",1,1,"intense",0,0,0,0,0,0,0,0,0,0,0,0
"4620042.00","24462","2466","2466023","2466023",944,"Montréal",0,0,0,0,0,0,1,0,,1,0,,1,0,,0,0,1,0,1,0,0,0,1,0,1,0
"0010010.00","10001","1001","1001519","1001519",1732,"St. John's",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"0010011.00","10001","1001","1001519","1001519",2672,"St. John's",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,0,0,0,0,0,0
"0010013.00","10001","1001","1001519","1001519",1742,"St. John's",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5350422.05","35535","3519","3519048","3519038",7090,"Richmond Hill",0,0,0,0,0,0,0,0,,1,1,"intense",1,1,"intense",0,0,0,0,0,0,0,0,0,0,0,0
"0010014.00","10001","1001","1001519","1001519",3358,"St. John's",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5350422.04","35535","3519","3519048","3519038",3956,"Richmond Hill",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5350422.03","35535","3519","3519048","3519038",6992,"Richmond Hill",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050012.00","12205","1209","1209034","1209034",2482,"Halifax",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050001.00","12205","1209","1209034","1209034",3868,"Halifax",1,1,1,1,1,1,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,0,1,0,1,0
"5350424.07","35535","3519","3519048","3519038",8404,"Richmond Hill",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050023.00","12205","1209","1209034","1209034",4594,"Halifax",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,1,0,1,0,1,0
"2050020.00","12205","1209","1209034","1209034",2562,"Halifax",1,0,1,0,1,0,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,1,1,1,1,1,1
"2050024.00","12205","1209","1209034","1209034",7375,"Halifax",0,0,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,1,1,1,1,1
"2050014.00","12205","1209","1209034","1209034",4248,"Halifax",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"3100014.00","13310","1301","1301001","1301006",2240,"Saint John",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050016.00","12205","1209","1209034","1209034",3766,"Halifax",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050018.00","12205","1209","1209034","1209034",3544,"Halifax",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",0,0,0,0,0,0,0,0,0,0,0,0
"2050019.00","12205","1209","1209034","1209034",5062,"Halifax",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",0,0,0,0,0,0,0,0,0,0,0,0
"2050021.00","12205","1209","1209034","1209034",3314,"Halifax",1,1,1,1,1,1,1,1,"intense",1,1,"intense",1,1,"intense",0,0,0,0,0,0,0,0,0,0,0,0
"2050022.00","12205","1209","1209034","1209034",5301,"Halifax",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",0,0,0,0,0,0,0,0,0,0,0,0
"3100015.00","13310","1301","1301001","1301006",1220,"Saint John",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"3100016.00","13310","1301","1301001","1301006",1556,"Saint John",1,0,1,0,0,0,1,0,,1,0,,0,0,,1,0,1,0,1,0,0,0,0,0,0,0
"2050007.00","12205","1209","1209034","1209034",1859,"Halifax",0,0,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",0,0,0,0,0,0,0,0,0,0,0,0
"2050008.00","12205","1209","1209034","1209034",2778,"Halifax",0,0,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",0,0,0,0,0,0,0,0,0,0,0,0
"2050011.00","12205","1209","1209034","1209034",5631,"Halifax",1,1,1,1,1,1,1,1,"weak",1,1,"weak",1,1,"weak",0,0,0,0,0,0,0,0,0,0,0,0
"2050009.00","12205","1209","1209034","1209034",2357,"Halifax",0,0,0,0,0,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050010.00","12205","1209","1209034","1209034",5036,"Halifax",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",0,0,0,0,0,0,0,0,0,0,0,0
"2050101.00","12205","1209","1209034","1209034",3343,"Halifax",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"5590002.02","35559","3537","3537039","3537039",6611,"Windsor",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050102.00","12205","1209","1209034","1209034",4623,"Halifax",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",0,0,0,0,0,0,0,0,0,0,0,0
"5590003.01","35559","3537","3537039","3537039",6473,"Windsor",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0
"2050103.00","12205","1209","1209034","1209034",4228,"Halifax",1,0,1,0,1,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5350424.08","35535","3519","3519048","3519038",7399,"Richmond Hill",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"4210030.00","24421","2423","2423027","2423027",3369,"Québec",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,1,0,1,0,1,0
"5800132.01","35580","3553","3553005","3553005",3140,"Greater Sudbury",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5680004.01","35568","3543","3543009","3543042",4757,"Barrie",0,0,0,0,0,0,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0
"2050027.00","12205","1209","1209034","1209034",7362,"Halifax",0,0,0,0,0,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5590003.02","35559","3537","3537039","3537039",2615,"Windsor",0,0,0,0,0,0,1,1,"intense",1,1,"intense",0,0,,1,0,1,0,0,0,0,0,0,0,0,0
"2050100.00","12205","1209","1209034","1209034",3855,"Halifax",0,0,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",1,0,1,0,1,0,1,0,1,0,1,0
"5590002.01","35559","3537","3537039","3537039",8148,"Windsor",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"5800132.02","35580","3552","3552013","3552051",386,"Whitefish Lake 6",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"3100011.00","13310","1301","1301001","1301006",863,"Saint John",1,0,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",0,0,0,0,0,0,0,0,0,0,0,0
"2050107.00","12205","1209","1209034","1209034",3000,"Halifax",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"2050108.00","12205","1209","1209034","1209034",4769,"Halifax",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050109.00","12205","1209","1209034","1209034",3200,"Halifax",1,0,1,0,1,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050013.00","12205","1209","1209034","1209034",2561,"Halifax",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050015.00","12205","1209","1209034","1209034",4829,"Halifax",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"4620119.00","24462","2466","2466023","2466023",6337,"Montréal",1,0,0,0,0,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"2050017.00","12205","1209","1209034","1209034",2914,"Halifax",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"3100017.00","13310","1301","1301001","1301006",1190,"Saint John",1,0,1,1,1,1,1,0,,1,1,"moderate",1,1,"moderate",1,0,0,0,0,0,0,0,0,0,0,0
"5590043.01","35559","3537","3537039","3537039",5093,"Windsor",1,0,1,0,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,0,0,0,0,0,0
"3100018.00","13310","1301","1301001","1301006",109,"Saint John",0,0,0,0,0,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"3100019.00","13310","1301","1301001","1301006",267,"Saint John",1,0,0,0,0,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,0,0,0,0,0,0
"4620121.00","24462","2466","2466023","2466023",1769,"Montréal",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050113.00","12205","1209","1209034","1209034",1317,"Halifax",1,,1,,1,,1,1,"intense",1,1,"intense",1,1,"intense",1,1,1,1,1,1,0,0,0,0,0,0
"5590043.02","35559","3537","3537039","3537039",5854,"Windsor",0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
"2050114.00","12205","1209","1209034","1209034",6569,"Halifax",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"4620057.00","24462","2466","2466023","2466023",1617,"Montréal",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
"3100020.00","13310","1301","1301001","1301006",1370,"Saint John",1,0,1,0,1,0,1,0,,1,0,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0
"4210023.00","24421","2423","2423027","2423027",510,"Québec",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,1,0,1,0,1,0
"2050110.00","12205","1209","1209034","1209034",1481,"Halifax",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,1,0,1,0,1,0
"2050111.00","12205","1209","1209034","1209034",3132,"Halifax",1,0,1,0,1,0,1,0,,1,0,,1,0,,1,0,1,0,1,0,1,0,1,0,1,0
"4620058.00","24462","2466","2466023","2466023",1123,"Montréal",0,0,0,0,0,0,1,1,"intense",1,1,"intense",1,1,"intense",0,0,0,0,0,0,0,0,0,0,0,0
"2050112.00","12205","1209","1209034","1209034",2014,"Halifax",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,1,1,1,1,1,1
"3100010.00","13310","1301","1301001","1301006",1729,"Saint John",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"intense",1,0,1,0,1,0,1,0,1,0,1,0
"3100003.00","13310","1301","1301001","1301006",1760,"Saint John",1,1,1,1,1,1,1,1,"moderate",1,1,"moderate",1,1,"moderate",1,0,1,0,1,0,0,0,0,0,0,0
